ID,ISBN,URL,Автор,В наличии,"Вес, г",Вид бумаги,Возраст,Возрастные ограничения,Герои,Год издания,Жанр,Издательство,Изображение,Иллюстратор,Категория,Количество страниц,Материал,Название,Назначение,Направление,Обложка,Описание,Оценка,Пол,Превью,Раздел,"Размер, см",Рисунок,Серия,Страна-производитель,Тематика,Тип,Упаковка,Формат,Цена,Цена (старая),Число отзывов,Число оценок,Эпоха,Язык
432999,978-5-17-094324-1,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/432999-put-na-amalteyu-dalyokaya-raduga,Аркадий и Борис Стругацкие,False,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2l/9e/large_327789c465a2c6fe.jpg,,Книги; Художественная литература; Фантастика и фэнтези,224,,Путь на Амальтею. Далёкая радуга,,Космическая,Твердая,"В этот сборник вошли одни из самых напряженных и увлекательных произведений братьев Стругацких. «Путь на Амальтею» — первая повесть «жилинского» цикла, в которой экипажу звездолета «Тахмасиб», находящемуся в очередном рейсе, приходится пережить множество опасных приключений. «Далекая Радуга» — повесть из цикла «Полдень. XXII век» — читающаяся на одном дыхании история испытаний нового способа межпланетных передвижений, которые колонисты-земляне проводят на планете Радуга. История катастрофы и борьбы, подвига и беспримерного мужества…",,,https://www.respublica.ru/items/308149/download_preview_pdf,Отечественные,,,Книги братьев стругацких,Россия,,,,13 х 20,250,,,,,Русский
433002,978-5-17-058843-5,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/sovremennaya-proza/433002-kniga-voina-sveta,Пауло Коэльо,True,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2l/9h/large_f6e937ec4af4453b.jpg,,Книги; Художественная литература; Современная проза,192,,Книга воина света,,,Твердая,"Книга переносит нас в мир мечты, учит легко воспринимает непредсказуемость жизни и быть достойными своей уникальной судьбы. Короткие вдохновляющие притчи приглашают на вступить на путь воина, на путь тех, кто ценит волшебство жизни, кто признает свои поражения и не останавливается на по/ пути, кто ищет Свою Стезю и находит ее.",,,https://www.respublica.ru/items/308135/download_preview_pdf,Зарубежные,,,Лучшее от Пауло Коэльо,Россия,,,,13 х 20,380,,,,,Русский
433005,978-5-17-095452-0,https://www.respublica.ru/knigi/gumanitarnye-i-obschestvennye-nauki/istoriya/433005-ordynskiy-period-luchshie-istoriki,Борис Акунин,False,955,,,16+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2l/9k/large_2667aad6c3efa5aa.jpg,,Книги; Гуманитарные и общественные науки; История,352,,Ордынский период. Лучшие историки,,,Твердая,"Библиотека проекта «История Российского государства» — это рекомендованные Борисом Акуниным лучшие памятники исторической литературы, в которых отражена биография нашей страны, от самых ее истоков. В данный том вошли избранные главы из «Учебной книги по русской истории» русского историка, профессора Московского университета Сергея Михайловича Соловьева, «Курса русской истории» почетного академика Петербургской академии наук Василия Осиповича Ключевского и «Полного курса лекций по русской истории» классика русской исторической мысли Сергея Федоровича Платонова.",,,https://www.respublica.ru/items/308138/download_preview_pdf,,,,История Российского Государства,Россия,,,,17 х 24,795,990,,,,Русский
433008,978-5-17-095695-1,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/433008-silmarillion,Джон Рональд Толкин,False,226,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2l/9l/large_c3391cbc3a16c75b.jpg,,Книги; Художественная литература; Фантастика и фэнтези,448,,Сильмариллион,,Фэнтези,Мягкая,"""Сильмариллион"" - один из масштабнейших миров в истории фэнтези, мифологический канон, который Джон Руэл Толкин составлял на протяжении всей жизни. Книга о первых Эпохах Средиземья, в которой поведана не только история великой войны меж Светом и Тьмою, тысячелетия сотрясавшей некогда мирную и цветущую землю, но и предыстория Колец Всевластья - Колец, путь которых по Средиземью еще только начинается...",,,https://www.respublica.ru/items/308145/download_preview_pdf,Зарубежные,,,Толкин и средиземье,Россия,,,,11 х 18,200,,,,,Русский
433009,978-5-17-088588-6,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/433009-silmarillion,Джон Рональд Толкин,False,1235,,,0+,,2015,,АСТ,https://www.respublica.ru/uploads/01/00/00/4u/d7/large_9cd6b7f1bda21d93.jpg,,Книги; Художественная литература; Фантастика и фэнтези,432,,Сильмариллион,,Фэнтези,Твердая,"И было так:Единый, называемый у эльфов Илуватар, создал Айнур, и они сотворили перед ним Великую Песнь, что стала светом во тьме и Бытием, помещенным среди Пустоты.И стало так:Эльфы – нолдор – создали Сильмарили, самое прекрасное из всего, что только возможно создать руками и сердцем. Но вместе с великой красотой в мир пришли и великая алчность, и великое же предательство…""Сильмариллион"" – один из масштабнейших миров в истории фэнтези, мифологический канон, который Джон Руэл Толкин составлял на протяжении всей жизни. Свел же разрозненные фрагменты воедино, подготовив текст к публикации, сын Толкина Кристофер. В 1996 году он поручил художнику-иллюстратору Теду Несмиту нарисовать серию цветных произведений для полноцветного издания. Теперь российский читатель тоже имеет возможность приобщиться к великолепной саге.Впервые – в новом переводе Светланы Лихачевой!",,,https://www.respublica.ru/items/308146/download_preview_pdf,Зарубежные,,,Толкин с иллюстрациями Теда Несмита,Россия,,,,17 x 24,1 000,1,,,,Русский
433010,978-5-17-095196-3,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/433010-entsiklopediya-mifov-k-ya,Макс Фрай,False,347,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2l/9m/large_0429a11de16cc5c6.jpg,,Книги; Художественная литература; Фантастика и фэнтези,384,,Энциклопедия мифов. К-Я,,Фэнтези,Твердая,"Эта книга была придумана 1 ноября 1995 года, в тот самый день, когда автор «Лабиринтов Ехо» создал новый документ в текстовом редакторе и написал: «Никогда не знаешь, где тебе повезет» – фразу, с которой начинается длинная сага о приключениях сэра Макса. Ну, то есть на самом деле не «придумана», а просто возникла перед внутренним взором автора - вся, целиком. А потом снова исчезла практически без следа, как это часто случается с внезапными озарениями. Но время от времени автору удавалось что-то вспомнить и записать. Эти записи неоднократно гибли под развалинами уничтоженных черновиков, но с завидным упорством возвращались к жизни, преследуя автора во сне и наяву, а чаще всего – на заболоченных перекрестках между дремотой и бодрствованием. В конце концов книга победила авторскую неспособность ее написать. И теперь она есть. Эта книга содержит не слишком внятный, зато предельно честный ответ на вопрос «Кто такой Макс Фрай?». И множество новых вопросов, ответы на которые автор и сам хотел бы получить.",,,https://www.respublica.ru/items/308147/download_preview_pdf,Зарубежные,,,Миры макса фрая,Россия,,,,12 х 20,230,310,,,,Русский
433051,978-5-699-85119-5,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/433051-ole-lukoye-skazki,Ганс Христиан Андерсен,False,,,0+,,,2016,Сказки,Эксмо,https://www.respublica.ru/uploads/01/00/00/32/gl/large_fe6b554e572f97e4.jpg,Ника Гольц,Детям; Детские книги; Художественная литература,88,,Оле-Лукойе. Сказки,,,Твердая,"Никто не знает столько сказок, сколько знает их Оле-Лукойе. И на каждый день недели приходится своя сказка. Вместе с этим сказочником, приходящим к детям с разноцветным зонтиком, можно подслушать разговоры цветов и птиц, побывает на мышиной свадьбе, пуститься в плаванье, проехаться в напёрстке, а также побывать в кукольном домике. Проиллюстрированные Никой Гольц, эти сказки Андерсена приобретают особую прелесть. Содержание:Оле-Лукойе. Сказка.Огниво. Сказка.",,,,,,,,,,,,20 х 24,400,,,,,Русский
433052,978-5-699-88248-9,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/detektivy/433052-koshka-sredi-golubey,Кристи Агата,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/2l/8l/large_27748ec777694bb0.jpg,,Книги; Художественная литература; Детективы,352,,Кошка среди голубей,,,Мягкая,"Шейх восточной страны Рамат взволнован: в стране грядет революция. Надо немедленно вывезти сокровища, чтобы сохранить их для потомков. Кому поручить это опасное и крайне ответственное дело? Конечно же, личному пилоту! Но пилот погибает, успев перед смертью незаметно спрятать сокровища в комнате своей племянницы Дженифер. Вот тут-то все и началось...",,,https://www.respublica.ru/items/308183/download_preview_pdf,,,,Pocket book,Россия,,,,11 х 18,150,,,,,Русский
433053,978-5-699-87567-2,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/sovremennaya-proza/433053-betman-apollo,Виктор Олегович Пелевин,False,560,,,18+,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2l/8m/large_6198024065a17554.jpg,,Книги; Художественная литература; Современная проза,512,,Бэтман Аполло,,,Твердая,"Посвящается моим друзьям и сверстникам, поколению русских вампиров 1750-2000 гг. рождения - всем, кто вошел в эту жизнь как в приветливый ночной клуб, не зная, что приютившая нас ночь уже на исходе.В книге действуют герои романа ""Empire V"", но предварительное знакомство с ним необязательно. Вы можете начать отсюда и прочесть ""Empire V"" потом.",5.0,,https://www.respublica.ru/items/308178/download_preview_pdf,Отечественные,,,Народное собрание сочинений Виктора Пелевина,Россия,,,,13 х 20,560,633,1,1,,Русский
433219,978-5-386-09246-7,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/sovremennaya-proza/433219-shestoy-son,Бернар Вербер,True,,,,,,2016,,Рипол Классик,https://www.respublica.ru/uploads/01/00/00/2p/y3/large_743abe21f9944051.jpg,,Книги; Художественная литература; Современная проза,416,,Шестой сон,,,Твердая,"""Однажды сновидения превратятся в произведения искусства, которые все смогут увидеть на широком экране. Тогда из этой трети жизни, которую ошибочно, повторяю — ошибочно, считают бесполезной, наконец начнут извлекать пользу для усиления наших физических и умственных способностей. И если мне удастся осуществить мой секретный проект, то в мир сна будет открыт еще более удивительный путь. Путь, способный по-настоящему все изменить"".Представьте, что вы можете вернуться на двадцать лет назад и во сне встретиться с самим собой, молодым. Представьте, что у вас есть возможность поговорить с этим человеком. Что бы вы ему сказали?В самом глубоком из всех сновидений двадцативосьмилетний Жак Кляйн встречает удивительно похожего на себя мужчину, который утверждает, что он - Жак Кляйн в сорок восемь лет. Оказывается, он открыл способность перемещаться во времени и посещать сны самого себя. Молодой Кляйн не хочет отпускать будущего себя, ведь у него столько вопросов, и есть вещи, которые он бы не прочь изменить...",,,,Зарубежные,,,,Россия,,,,14 х 21,460,600,,,,Русский
433364,978-5-00041-197-1,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/433364-o-glupom-myshonke,Самуил Яковлевич Маршак,False,,,0+,,,2016,Сказки,Мелик-Пашаев,https://www.respublica.ru/uploads/00/00/00/2r/6m/large_3087848a502282ed.jpg,Владимир Лебедев,Детям; Детские книги; Художественная литература,8,,О глупом мышонке,,,Мягкая,"Терпеливая, но не очень умная мама-мышь уступает капризам сына, который никак не хочет засыпать, и оправляется на поиски няни. Малыш не желает видеть в роли няньки ни утку, ни жабу, ни свинью, ни лошадь, ни щуку и, в конце концов, выбирает кошку. История про маленького привереду заканчивается многоточием: ""Прибежала мышка-мать, поглядела на кровать, ищет глупого мышонка, а мышонка не видать…"".Этой маленькой детской книжке исполнилось целых 90 лет. Поучительная история о капризном мышонке, созданная великими мастерами - писателем С.Я.Маршаком и художником В.В.Лебедевым, увидела свет в 1925 году. Книга издавалась 12 раз, вплоть до 1945 года. Еще одно переиздание состоялось в 1982 году, в серии ""Художники детям"". Однако иллюстрации во всех этих книгах хотя и похожи на оригиналы, созданные художником, но выглядят более условными, плакатными. Известно, что в типографиях вплоть до 90-х годов рисунки сильно ретушировали и упрощали, приспосабливая их под существующие возможности полиграфии. Видимо, иллюстрации Лебедева подверглись той же процедуре - были переведены из тоновых в штриховые. Новое переиздание сказки ""О глупом мышонке"", подготовленное издательством ""Мелик-Пашаев"", напечатано с подлинных рисунков В.В.Лебедева, хранящихся в Государственном Русском музее (г. Санкт-Петербург). Впервые любители и знатоки книжной графики могут видеть иллюстрации такими, какие они есть на самом деле, - с полутонами, тонкими цветовыми переходами и мелкими деталями. Рекомендуется детям младшего дошкольного возраста, а также родителям, неравнодушным к переизданиям раритетной детской литературы.",,,,,,,,,,,,21 х 28,200,210,,,,Русский
433438,978-5-699-88392-9,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/sovremennaya-proza/433438-norvezhskiy-les,Харуки Мураками,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2p/zs/large_5c55a2d70ba87f64.jpg,,Книги; Художественная литература; Современная проза,384,,Норвежский лес,,,Твердая,"... по вечерам я продавал пластинки. А в промежутках рассеянно наблюдал за публикой, проходившей перед витриной. Семьи, парочки, пьяные, якудзы, оживленные девицы в мини-юбках, парни с битницкими бородками, хостессы из баров и другие непонятные люди. Стоило поставить рок, как у магазина собрались хиппи и бездельники - некоторые пританцовывали, кто-то нюхал растворитель, кто-то просто сидел на асфальте. Я вообще перестал понимать, что к чему. ""Что же это такое?"" - думал я. - Что все они хотят сказать?""... Роман классика современной японской литературы Харуки Мураками ""Норвежский лес"", принесший автору поистине всемирную известность.",,,https://www.respublica.ru/items/308555/download_preview_pdf,Зарубежные,,,Культовая классика,Россия,,,,13 х 21,240,,,,,Русский
433443,978-5-699-86075-3,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/433443-mishkina-kasha,Носов Николай Николаевич,False,,,0+,,,2016,Повести и рассказы,Эксмо,https://www.respublica.ru/uploads/00/00/00/2p/zw/large_c40c108578d78861.jpg,Владимир Канивец,Детям; Детские книги; Художественная литература,160,,Мишкина каша,,,Твердая,"Рассказы выдающегося мастера детской литературы Николая Носова, ставшие классикой, - в красивом, ярко иллюстрированном издании. Золотой фонд детской литературы Включено в школьную программу по внеклассному чтению.",,,https://www.respublica.ru/items/308546/download_preview_pdf,,,,Стихи и сказки для детей (подарочные издания),,,,,20 х 26,550,600,,,,Русский
433497,978-5-17-094184-1,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/433497-lavka-durnyh-snov,Стивен Кинг,False,472,,,0+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/0r/large_e3ff4c86ebe3e44a.jpg,,Книги; Художественная литература; Фантастика и фэнтези,608,,Лавка дурных снов,,Мистика,Твердая,"Автор многочисленных романов, Стивен Кинг всегда считался еще и блестящим мастером малой прозы, ведь именно за новеллы ему присудили престижную премию О.Генри. Новый сборник рассказов Кинга ""Лавка дурных снов"" - книга уникальная. Мастер впервые предваряет каждое произведение удивительно откровенной историей его создания, приоткрывая ""дверь"" в свою творческую мастерскую. Захватывающие и пугающие, будоражащие воображение и как будто предостерегающие, эти рассказы - маленькие шедевры, которые мог написать только великий Стивен Кинг.",,,https://www.respublica.ru/items/308630/download_preview_pdf,Зарубежные,,,Темная башня,Россия,,,,13 х 20,510,,,,,Русский
433727,978-5-9268-2149-6,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/433727-druzhok,Носов Николай Николаевич,False,,,0+,,,2016,Книги о животных,Речь,https://www.respublica.ru/uploads/01/00/00/2q/uz/large_12b4b8cc39e5ae1d.jpg,Евгений Мигунов,Детям; Детские книги; Художественная литература,20,,Дружок,,,Мягкая,"Увлекательный и озорной рассказ классика детской литературы Николая Носова не оставит равнодушным ни одного читателя! Да и разве можно не переживать за Дружка – рыжего с чёрным ухом щенка, которого главные герои решили перевезти с дачи домой в… чемодане. Не так-то просто это оказалось сделать - мальчишкам пришлось проявить немало изобретательности, особенно когда выяснилось, что, приехав в город, они по ошибке взяли чужой чемодан…Рисунки к книге принадлежат кисти Евгения Мигунова - одного из замечательных художников-иллюстраторов прошлого века.",,,,,,,,,,,,20 х 26,210,,,,,Русский
433888,978-5-699-88286-1,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/detektivy/433888-desyat-negrityat,Кристи Агата,False,315,,,16+,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/6g/2d/large_86bb3e28694cd440.jpg,,Книги; Художественная литература; Детективы,288,,Десять негритят,,Криминальные,Твердая,"Особенности:""DETECTED. Тайна, покорившая мир"" – это современные триллеры и детективы (иногда с небольшой долей мистики) неизменно высочайшего литературного качества Преимущества. Книги серии входят в ТОП-листы самых серьезных рейтингов, продаются миллионными тиражами и всегда производят сенсацию на рынке. Серия является преемницей серии Millennium (Misterium).Авторы:В серии представлены ведущие современные создатели остросюжетной литературы (Стиг Ларссон, Ю Несбё, Элизабет Джордж, Камилла Лэкберг, Брайан Макгиллоуэй, Роберт Дугони, Йон Колфер и др.), а также абсолютная классика зарубежного детектива и культовые романы от Томаса Харриса, Марио Пьюзо и Агаты Кристи.Впервые в серии! Бессмертная классика мирового детектива от Королевы Агаты!Десять никак не связанных между собой людей в особняке на уединенном острове... Кто вызвал их сюда таинственным приглашением? Зачем кто-то убивает их, одного за другим, самыми невероятными способами? Почему все происходящее так тесно переплетено с веселым детским стишком?Роман ""Десять негритят"" – один из величайших детективных произведений в истории. Выпущенный общим тиражом более 100 000 000 экземпляров, он занимает пятое место в списке бестселлеров художественной литературы всех времен – и безусловное первое место среди романов самой Агаты Кристи.",,,https://www.respublica.ru/items/309038/download_preview_pdf,Зарубежные,,,DETECTED. Тайна,Россия,,,,13 х 20,372,,,,,Русский
433989,978-5-389-11175-2,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/433989-peppi-dlinnyychulok-sobiraetsya-v-put,Астрид Линдгрен,False,,,7+,,,2016,Приключения,Махаон,https://www.respublica.ru/uploads/00/00/00/2q/ea/large_1198c727285a6394.jpg,Арсен Джаникьян,Детям; Детские книги; Художественная литература,144,,Пеппи Длинныйчулок собирается в путь,,,Твердая,"Пеппи отправляется в страну Веселию, в которой её отец, капитан Эфроим Длинныйчулок, могущественный король. Теперь она наверняка станет негритянской принцессой. Каждое утро ей будут мазать лицо ваксой, чтобы она стала такой же чёрной и блестящей, как все негритята. Если хотите узнать, как Пеппи проводит время, поезжайте вместе с ней. И не забудьте: корабль ""Попрыгунья"" отправляется немедля!",,,,Зарубежные,,,,,,,,20 х 24,310,355,,,,Русский
433990,978-5-389-11176-9,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/433990-kalle-blyumkvist-i-rasmus,Астрид Линдгрен,False,,,6+,,,2016,Детские детективы,Азбука,https://www.respublica.ru/uploads/01/00/00/2q/eb/large_1670cfd38d2337a3.jpg,,Детям; Детские книги; Художественная литература,176,,Калле Блюмквист и Расмус,,,Твердая,"Хорошо, когда выслеживание бандитов лишь увлекательная игра. А если в городе появился настоящий преступник, к тому же киднеппер, похититель детей? Значит, игра закончена, и знаменитому сыщику Калле Блюмквисту нужно проявить необычайную предприимчивость, изобретательность и сноровку.",,,,Зарубежные,,,,,,,,19 х 23,350,,,,,Русский
434680,978-5-389-11223-0,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/434680-novoe-platie-korolya,Ганс Христиан Андерсен,False,,,6+,,,2016,Сказки,Азбука,https://www.respublica.ru/uploads/00/00/00/2r/5c/large_410d191ce0ef0505.jpg,Антон Ломаев,Детям; Детские книги; Художественная литература,48,,Новое платье короля,,,Твердая,"Жил да был король, который очень любил наряжаться. Само по себе это не удивительно: какой же король не любит пышных костюмов и церемоний? Но этот король из сказки Ханса Кристиана Андерсена задумал кое-что совсем особенное. Двое заезжих портных шьют ему платье из ткани удивительной красоты, да ещё обладающей одним волшебным свойством… Знакомая история, правда? А теперь полюбуйтесь на новое платье короля в исполнении блестящего художника Антона Ломаева. Весёлые и угрюмые, бестолковые и смекалистые, пышно разодетые и простоватые — персонажи бессмертной истории Андерсена словно оживают в новых иллюстрациях, полных захватывающей игры и ярких красок.",,,,Зарубежные,,,,,,,,25 х 31,370,,,,,Русский
434724,978-5-699-87587-0,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/434724-monstry-lavkrafta,Нил Гейман,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/00/00/00/2r/7a/large_1c63f324f743b5b2.jpg,,Книги; Художественная литература; Фантастика и фэнтези,496,,Монстры Лавкрафта,,Фэнтези,Твердая,"Приготовьтесь окунуться в завораживающий мир мастера современного ужаса – Говарда Лавкрафта! Ктулху, Шоггот, Йог-Сотот и прочие возвращаются во всей своей ужасающей красе. Монстры, созданные воображением великого Лавкрафта более полувека назад, оживают в историях современных писателей - Нила Геймана, Кейтлин Кирнан, Говарда Уолдропа и других. Все рассказы сопровождаются оригинальными иллюстрациями художника Джона Коулхарта. Легионы поклонников Лавкрафта продолжают посещать причудливые пейзажи его мира и встречать неумолимых монстров. Присоединяйтесь к ним в этом путешествии... если, конечно, осмелитесь. Впервые на русском языке!",,,,Зарубежные,,,Некрономикон. Миры Говарда Лавкрафта,Россия,,,,14 х 22,550,,,,,Русский
434725,978-5-699-86971-8,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/sovremennaya-proza/434725-p5,Виктор Олегович Пелевин,False,,,,,,2016,,Эксмо,https://www.respublica.ru/uploads/01/00/00/2r/7b/large_206bbe683e7a7492.jpg,,Книги; Художественная литература; Современная проза,320,,П5,,,Мягкая,"Прощальные песни политических пигмеев Пиндостана (или Пэ в пятой) – сборник рассказов Виктора Пелевина. В книгу вошли пять сюжетно не связанных друг с другом произведений: «Зал поющих кариатид», «Кормление крокодила Хуфу», «Некромент», «Пространство Фридмана» и «Ассасин».",,,https://www.respublica.ru/items/310188/download_preview_pdf,Отечественные,,,Проза Виктора Пелевина,Россия,,,,11 х 18,310,,,,,Русский
434730,978-5-699-72859-6,https://www.respublica.ru/detyam/detskie-knigi/hudozhestvennaya-literatura/434730-rasskazy-o-neznayke,Носов Николай Николаевич,False,,,0+,,,2014,Повести и рассказы,Эксмо,https://www.respublica.ru/uploads/00/00/00/32/go/large_25fdebd166a593d5.jpg,Ольга Зобнина,Детям; Детские книги; Художественная литература,104,,Рассказы о Незнайке,,,Твердая,"«Рассказы о Незнайке» любимая книга многих малышей.  В одном сказочном городе жили коротышки. Коротышками их называли потому, что они были очень маленькие. Каждый коротышка был ростом с небольшой огурец. В городе у них было очень красиво. Вокруг каждого дома росли цветы: маргаритки, ромашки, одуванчики. Там даже улицы назывались именами цветов: улица Колокольчиков, аллея Ромашек, бульвар Васильков. А сам город назывался Цветочным городом. Он стоял на берегу ручья.  В этом городе и жил Незнайка. В нашей красочной книге вы прочитаете о его забавных  приключениях.  Для старшего дошкольного возраста.",,,,,,,,,,,,19 х 24,300,,,,,Русский
434933,978-5-17-096487-1,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/klassicheskaya-literatura/434933-kreytserova-sonata,Лев Николаевич Толстой,True,,,,,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/h5/large_b40919ca1bf35f14.jpg,,Книги; Художественная литература; Классическая литература,320,,Крейцерова соната,,,Мягкая,"Повести ""Крейцерова соната"", ""Смерть Ивана Ильича"", ""Отец Сергий"" и ""Холстомер"" отражают еще одну грань таланта писателя - искусного мастера малой прозы, в них Толстой проявляется не только как великий писатель, но и как великий учитель жизни.""Смерть Ивана Ильича"" (1886) - без преувеличения одно из самых значительных в мировой литературе произведений о смерти, о том, как приближающаяся, неминуемая кончина может до неузнаваемости преобразить ничем в общем-то не примечательного человека и открыть его гаснущему взору ""истинный"" свет и правду жизни.""Холстомер"" (1886) - философская притча, рассказ в ней ведет старый мерин: очеловеченный конь оказывается на самом деле куда ""человечнее"" своих хозяев.""Крейцерова соната"" (1890) - поначалу запрещенная цензурой за свой ""скандальный характер"", эта повесть Толстого - о разрушительной силе ревности, которая может повлечь за собой даже убийство.""Отец Сергий""(1911) - рассказ об искушении, о тайном дьяволе, живущем в каждом из нас, и попытке изжить из себя этого дьявола, убежать от него. Очень личная для писателя история, отразившая его представления о вере и искуплении в конце его жизненного пути.",,,https://www.respublica.ru/items/310396/download_preview_pdf,Отечественные,,,Эксклюзив: Русская классика,Россия,,,,11 х 18,140,,,,,Русский
434935,978-5-17-095727-9,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/434935-chetyre-sezona,Стивен Кинг,False,325,,,16+,,2016,,АСТ,https://www.respublica.ru/uploads/01/00/00/2r/h7/large_870294aceb6beb0a.jpg,,Книги; Художественная литература; Фантастика и фэнтези,672,,Четыре сезона,,Мистика,Мягкая,"Четыре сезона ужаса. Четыре времени года, и каждое – страшный сон, ставший реальностью. Весна – и невинный человек приговорен к пожизненному заключению в тюремном аду, где нет надежды, откуда нет выхода… Лето – и где-то в маленьком городке медленно сходит с ума тихий отличник, ставший способным учеником нацистского преступника… Осень – и четверо изнывающих от скуки подростков бредут сквозь темный, бесконечный лес, чтобы посмотреть на труп… Зима – и в странном клубе странная женщина рассказывает, как дала жизнь тому, что трудно было назвать ребенком…Читайте повесть «Способный ученик» без сокращений!",,,https://www.respublica.ru/items/310398/download_preview_pdf,Зарубежные,,,Король на все времена(м),Россия,,,,11 х 18,220,,,,,Русский
434936,978-5-17-089322-5,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/434936-vlastelin-kolets,Джон Рональд Толкин,False,857,,,16+,,2015,,АСТ,https://www.respublica.ru/uploads/00/00/00/2r/h8/large_f4051f7ce47bdad7.jpg,,Книги; Художественная литература; Фантастика и фэнтези,1120,,Властелин колец,,Фэнтези,Твердая,"Трилогия ""Властелин Колец"" бесспорно возглавляет список ""культовых"" книг XX века. Ее автор, Дж.P.P.Толкин, профессор Оксфордского университета, специалист по древнему и средневековому английскому языку, создал удивительный мир - Средиземье, который вот уже без малого пятьдесят лет неодолимо влечет к себе миллионы читателей. Великолепная кинотрилогия, снятая Питером Джексоном, в десятки раз увеличила ряды поклонников как Толкина, так и самого жанра героического фэнтези.",,,https://www.respublica.ru/items/310399/download_preview_pdf,Зарубежные,,,Толкин,Россия,,,,14 х 21,600,,,,,Русский
434938,978-5-17-096766-7,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/434938-amerikanskie-bogi,Нил Гейман,True,312,,,6+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/2r/ha/large_f72838be0c447719.jpg,,Книги; Художественная литература; Фантастика и фэнтези,640,,Американские боги,,Фэнтези,Мягкая,"""Американские боги"" — одно из самых известных произведений Геймана. Это роман о богах, привезенных в Америку людьми из разных уголков мира, почитаемых, а потом забытых, и о том, к чему не может остаться равнодушным ни один мужчина: о поисках отца, родины, возлюбленной, о символической и реальной смерти.",,,https://www.respublica.ru/items/310401/download_preview_pdf,Зарубежные,,,Эксклюзив миллениум,Россия,,,,11 х 18,240,,,,,Русский
434940,978-5-17-095334-9,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/fantastika-i-fentezi/434940-ya-idu-iskat,Макс Фрай,False,407,,,16+,,2016,,АСТ,https://www.respublica.ru/uploads/00/00/00/3y/uk/large_a30924dcb42462ab.jpg,,Книги; Художественная литература; Фантастика и фэнтези,480,,Я иду искать,,Фэнтези,Твердая,"Это книга о любви, в которой следует быть нерасчетливым и беззащитным, о смерти, с которой надо уметь правильно обращаться, о силе отчаяния, горьком вкусе счастья и ослепительной харымурде всевластия. А еще о ботанике, музыке, географии и международной политике, как же без нее. В идеале эту книгу следует прочитать дважды: наяву и во сне, потому что некоторые ее эпизоды не могут быть пересказаны словами, зато присниться могут каждому; другой вопрос, удастся ли вспомнить их наутро, но надо стараться.",,,https://www.respublica.ru/items/310403/download_preview_pdf,Отечественные,,,Сновидения ехо,Россия,,,,13 x 20,380,,,,,Русский
