ID,ISBN,URL,Автор,В наличии,"Вес, г",Вид бумаги,Возраст,Возрастные ограничения,Герои,Год издания,Жанр,Издательство,Изображение,Иллюстратор,Категория,Количество страниц,Материал,Название,Назначение,Направление,Обложка,Описание,Оценка,Пол,Превью,Раздел,"Размер, см",Рисунок,Серия,Страна-производитель,Тематика,Тип,Упаковка,Формат,Цена,Цена (старая),Число отзывов,Число оценок,Эпоха,Язык
000033,978-5-389-03203-3,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/poeziya/000033-mnogo-shuma-iz-nichego,Уильям Шекспир,False,,,,,,2015,,Азбука,https://www.respublica.ru/uploads/00/00/00/cq/mq/large_19d8718b2a61bce7.jpg,,Книги; Художественная литература; Поэзия,224,,Много шума из ничего,,,Мягкая,"В настоящем издании под одной обложкой объединены две ""счастливые"" комедии великого английского драматурга Уильяма Шекспира - ""Много шума из ничего"" и ""Как вам это понравится"". В них, как и во всех комедиях Шекспира, царит дух поэзии, царит дух любви. Непревзойденный мастер лиризма, в своих произведениях Шекспир изобразил не только красоту любви, но и комизм поведения влюбленных. В предлагаемых вниманию читателя комедиях много фарсовых эпизодов, шутовских, игровых, но самое интересное в них - изображение причуд человеческого сердца, того, что можно назвать странностями любви. Надеемся, что прелесть шекспировского стиха и изящество его остроумной прозы не оставит читателя равнодушным и на этот раз.",,,,Зарубежные,,,,Россия,,,,11 х 18,100,140,,,,Русский
000056,978-5-389-03202-6,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/poeziya/000056-dvenadtsataya-noch,Уильям Шекспир,False,,,,,,2011,,Азбука,https://www.respublica.ru/uploads/01/00/00/24/fh/large_76d8994b05836531.jpg,,Книги; Художественная литература; Поэзия,192,,Двенадцатая ночь,,,Мягкая,"Перу великого английского драматурга Уильяма Шекспира принадлежит более десяти комедий. «Укрощение строптивой», «Сон в летнюю ночь», «Много шума из ничего», «Венецианский купец» — лишь часть из них. Сюжеты шекспировских комедий различны, но есть в них нечто общее — безудержное веселье, перемежающееся иногда и грустью, и незаурядные герои, которых роднит воля, острый ум, стремление к независимости и сокрушающее жизнелюбие. В настоящем издании представлена одна из самых жизнерадостных комедий Шекспира — «Двенадцатая ночь», комедия, которую правильнее было бы назвать романтической сказкой о прекрасной стране Иллирии, стране любви и веселых шуток, в которой любой ищущий любви непременно ее находит, хотя и не всегда там, где искал.",,,,Зарубежные,,,,Россия,,,,11 х 18,100,140,,,,Русский
021678,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021678-n-or-m,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/ww/large_ede2374287dabb51.jpg,,Книги; Художественная литература; Книги на иностранных языках,304,,N or M?,,,Мягкая,"Tommy & Tuppence are hired to track down wartime spies at a seaside resort... It is World War II, and while the RAF struggles to keep the Luftwaffe at bay, Britain faces an even more sinister threat from `the enemy within' - Nazis posing as ordinary citizens. With pressure mounting, the Intelligence service appoints two unlikely spies, Tommy and Tuppence Beresford. Their mission: to seek out a man and a woman from among the colourful guests at Sans Souci, a seaside hotel. But this assignment is no stroll along the promenade. After all, N and M have just murdered Britain's finest agent...",,,,Зарубежные,,,,США,,,,10 х 17,610,,,,,Английский
021679,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021679-the-secret-adversary,Agatha Christie,False,,,,,,2011,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x0/large_8be7c66991959813.jpg,,Книги; Художественная литература; Книги на иностранных языках,400,,The Secret Adversary,,,Мягкая,"Agatha Christie's first Tommy and Tuppence mystery adventure, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. Tommy and Tuppence, two young people short of money and restless for excitement, embark on a daring business scheme - Young Adventurers Ltd. Their advertisement says they are `willing to do anything, go anywhere'. But their first assignment, for the sinister Mr Whittington, plunges them into more danger than they ever imagined...",,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021680,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021680-by-the-pricking-of-my-thumbs,Agatha Christie,False,,,,,,2011,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/wz/large_cc50d697c6b16407.jpg,,Книги; Художественная литература; Книги на иностранных языках,352,,By the Pricking of My Thumbs,,,Мягкая,"An old woman in a nursing home speaks of a child buried behind the fireplace... When Tommy and Tuppence visited an elderly aunt in her gothic nursing home, they thought nothing of her mistrust of the doctors; after all, Ada was a very difficult old lady. But when Mrs Lockett mentioned a poisoned mushroom stew and Mrs Lancaster talked about `something behind the fireplace', Tommy and Tuppence found themselves caught up in an unexpected adventure involving possible black magic...",,,,Зарубежные,,,,США,,,,11 х 17,510,610,,,,Английский
021681,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021681-partners-in-crime,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/wy/large_2865e5cab83dae29.jpg,,Книги; Художественная литература; Книги на иностранных языках,352,,Partners in Crime,,,Мягкая,"Agatha Christie's complete Tommy and Tuppence short story collection, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. Tommy and Tuppence Beresford were restless for adventure, so when they were asked to take over Blunt's International Detective Agency, they leapt at the chance. After their triumphant recovery of a pink pearl, intriguing cases kept on coming their way: a stabbing on Sunningdale golf course; cryptic messages in the personal columns of newspapers; and even a box of poisoned chocolates.",,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021700,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021700-evil-under-the-sun,Agatha Christie,True,,,,,,,,,https://www.respublica.ru/uploads/00/00/00/0p/48/large_8b7da3d133d0c739.jpg,,Книги; Художественная литература; Книги на иностранных языках,,,Evil Under the Sun,,,,"The beautiful bronzed body of Arlena Stuart lay face down on the beach. But strangely, there was no sun and Arlena was not sun-bathing... she had been strangled. Ever since Arlena's arrival the air had been thick with sexual tension. Each of the guests had a motive to kill her, including Arlena's new husband, but Hercule Poirot suspects that this apparent ""crime of passion"" conceals something much more evil.   

",,,,,,,,,,,,,540,,,,,
021702,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021702-the-murder-on-the-links,Agatha Christie,False,,,,,,2017,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/x5/large_8bc241547886091e.jpg,,Книги; Художественная литература; Книги на иностранных языках,288,,The Murder on the Links,,,Мягкая,"On a French golf course, a millionaire is found stabbed in the back... An urgent cry for help brings Poirot to France. But he arrives too late to save his client, whose brutally stabbed body now lies face downwards in a shallow grave on a golf course. But why is the dead man wearing his son's overcoat? And who was the impassioned love-letter in the pocket for? Before Poirot can answer these questions, the case is turned upside down by the discovery of a second, identically murdered corpse...",,,,,,,,США,,,,13 x 20,639,,,,,
021703,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021703-the-abc-murders,Agatha Christie,False,,,,,,2010,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/5d/db/large_6b10163ea6522dc3.jpg,,Книги; Художественная литература; Книги на иностранных языках,278,,The ABC Murders,,,Мягкая,"There's a serial killer on the loose, working his way through the alphabet and the whole country is in a state of panic. A is for Mrs Ascher in Andover, В is for Betty Barnard in Bexhill, С is for Sir Carmichael Clarke in Churston. With each murder, the killer is getting more confident - but leaving a trail of deliberate clues to taunt the proud Hercule Poirot might just prove to be the first, and fatal mistake... ",,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021706,978-0-00-711932-5,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021706-death-on-the-nile,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/60/0t/large_65a98bc17133d68c.jpg,,Книги; Художественная литература; Книги на иностранных языках,416,,Death on the Nile,,,Мягкая,"The tranquillity of a cruise along the Nile was shattered by the discovery that Linnet Ridgeway had been shot through the head. She was young, stylish and beautiful. A girl who had everything... until she lost her life. Hercule Poirot recalled an earlier outburst by a fellow passenger: ""I'd like to put my dear little pistol against her head and just press the trigger"". Yet in this exotic setting nothing was ever quite what it seemed...",,,,Зарубежные,,,Poirot,США,,,,11 х 17,490,,,,,Английский
021709,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021709-appointment-with-death,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/0m/41/large_f199acdcf0a71b1c.jpg,,Книги; Художественная литература; Книги на иностранных языках,304,,Appointment with Death,,,Мягкая,"Among the towering red cliffs of Petra, like some monstrous swollen Buddha, sat the corpse of Mrs Boynton. A tiny puncture mark on her wrist was the only sign of the fatal injection that had killed her.With only 24 hours available to solve the mystery, Hercule Poirot recalled a chance remark he'd overheard back in Jerusalem: ""You see, don't you, that she's got to be killed?"" Mrs Boynton was, indeed, the most detestable woman he'd ever met...",,,,Зарубежные,,,Poirot,США,,,,11 х 17,639,,,,,Английский
021710,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021710-after-the-funeral,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x4/large_bd072da07f2075ab.jpg,,Книги; Художественная литература; Книги на иностранных языках,256,,After the Funeral,,,Мягкая,"The master of a Victorian mansion dies suddenly - and his sister is convinced it was murder.... When Cora is savagely murdered with a hatchet, the extraordinary remark she made the previous day at her brother Richard's funeral suddenly takes on a chilling significance. At the reading of Richard's will, Cora was clearly heard to say: `It's been hushed up very nicely, hasn't it...But he was murdered, wasn't he?' In desperation, the family solicitor turns to Hercule Poirot to unravel the mystery.",,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021717,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021717-hallowe-en-party,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/0m/42/large_cffc3678b894d50f.jpg,,Книги; Художественная литература; Книги на иностранных языках,336,,Hallowe`en Party,,,Мягкая,"At a Hallowe'en party, Joyce - a hostile thirteen-year-old - boasts that she once witnessed a murder. When no one believes her, she storms off home. But within hours her body is found, still in the house, drowned in an apple-bobbing tub. That night, Hercule Poirot is called in to find the 'evil presence'. But first he must establish whether he is looking for a murderer or a double-murderer... ",,,,Зарубежные,,,,США,,,,11 х 18,610,,,,,Английский
021718,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021718-hercule-poirot-s-christmas,Agatha Christie,False,,,,,,2013,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/29/1j/large_279387485d1b99f0.jpg,,Книги; Художественная литература; Книги на иностранных языках,336,,Hercule Poirot`s Christmas,,,Мягкая,"Christmas Eve and the Lee family's reunion is shattered by a deafening crash of furniture, and a high-pitched wailing scream. Upstairs, the tyrannical Simeon Lee lies dead in a pool of blood, his throat slashed. When Hercule Poirot offers to assist, he finds an atmosphere not of mourning but of mutual suspicion. It seems everyone had their own reason to hate the old man…",,,,Зарубежные,,,,США,,,,11 х 17,800,,,,,Английский
021725,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021725-dumb-witness,Agatha Christie,False,,,,,,2008,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/64/nb/large_979047778c2eeaa8.jpg,,Книги; Художественная литература; Книги на иностранных языках,411,,Dumb Witness,,,Мягкая,"Agatha Christie is the most popular mystery writer of all time. With over two billion copies of her books in print, her genius for detective fiction is unparalleled. She is truly the one and only Queen of Crime... At first Hercule Poirot found Miss Emily's letter quite typical-a dramatic, somewhat hysterical appeal for confidential assistance. What piqued Poirot's interest was that it was dated two months prior. Who would wait so long to postmark a life-and-death plea? A visit to Miss Emily's estate reveals that the wealthy mistress of Littlegreen had been dead for some time, leaving behind a bitterly contested will, and a pack of greedy heirs with motives for murder. What Poirot really wants to know is who mailed the letter? And why so late?",,,,,,,,США,,,,11 х 18,639,,,,,Английский
021726,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021726-elephants-can-remember,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x6/large_9441d5eabc926132.jpg,,Книги; Художественная литература; Книги на иностранных языках,256,,Elephants Can Remember,,,Мягкая,"Hercule Poirot is determined to solve an old husband and wife double murder that is still an open verdict... Hercule Poirot stood on the cliff-top. Here, many years earlier, there had been a tragic accident. This was followed by the grisly discovery of two more bodies - a husband and wife - shot dead. But who had killed whom? Was it a suicide pact? A crime of passion? Or cold-blooded murder? Poirot delves back into the past and discovers that `old sin leave long shadows'.",,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
021727,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021727-the-big-four,Agatha Christie,False,,,,,,2002,,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xa/large_1ead639e02c3dbd7.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,The Big Four,,,Мягкая,"A ruthless international cartel seeks world domination... Framed in the doorway of Poirot's bedroom stood an uninvited guest, coated from head to foot in dust. The man's gaunt face stared for a moment, then he swayed and fell. Who was he? Was he suffering from shock or just exhaustion? Above all, what was the significance of the figure 4, scribbled over and over again on a sheet of paper? Poirot finds himself plunged into a world of international intrigue, risking his life to uncover the truth about `Number Four'.",,,,,,,,США,,,,11 х 17,639,,,,,
021728,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021728-4-50-from-paddington,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/x8/large_ed09853b042d4dc1.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,4.50 from Paddington,,,Мягкая,"Agatha Christie's audacious mystery thriller, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. For an instant the two trains ran together, side by side. In that frozen moment, Elspeth witnessed a murder. Helplessly, she stared out of her carriage window as a man remorselessly tightened his grip around a woman's throat. The body crumpled. Then the other train drew away. But who, apart from Miss Marple, would take her story seriously? After all, there were no suspects, no other witnesses... and no corpse.",,,,Зарубежные,,,,США,,,,10 х 17,639,,,,,Английский
021729,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021729-the-body-in-the-library,Agatha Christie,False,,,,,,2004,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/x7/large_8372b9938619603c.jpg,,Книги; Художественная литература; Книги на иностранных языках,244,,The Body in the Library,,,Мягкая,"Agatha Christie's world-famous Miss Marple mystery, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers.It's seven in the morning. The Bantrys wake to find the body of a young woman in their library. She is wearing evening dress and heavy make-up, which is now smeared across her cheeks.But who is she? How did she get there? And what is the connection with another dead girl, whose charred remains are later discovered in an abandoned quarry?The respectable Bantrys invite Miss Marple to solve the mystery... before tongues start to wag.",,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021731,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021731-the-murder-at-the-vicarage,Agatha Christie,False,,,,,,2002,,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xn/large_22266d0bd01ec83f.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,The Murder at the Vicarage,,,Мягкая,"Agatha Christie's first ever Miss Marple mystery, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. 'Anyone who murdered Colonel Protheroe,' declared the parson, brandishing a carving knife above a joint of roast beef, `would be doing the world at large a service!' It was a careless remark for a man of the cloth. And one which was to come back and haunt the clergyman just a few hours later. From seven potential murderers, Miss Marple must seek out the suspect who has both motive and opportunity.",,,,,,,,США,,,,11 х 17,639,,,,,
021733,978-0-00-712087-1,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021733-they-do-it-with-mirrors,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xf/large_37b7110366d3e5cd.jpg,,Книги; Художественная литература; Книги на иностранных языках,320,,They Do It With Mirrors,,,Мягкая,"A man is shot at in a juvenile reform home - but someone else dies... Miss Marple senses danger when she visits a friend living in a Victorian mansion which doubles as a rehabilitiation centre for delinquents. Her fears are confirmed when a youth fires a revolver at the administrator, Lewis Serrocold. Neither is injured. But a mysterious visitor, Mr Gilbrandsen, is less fortunate - shot dead simultaneously in another part of the building. Pure coincidence? Miss Marple thinks not, and vows to discover the real reason for Mr Gilbrandsen's visit.",,,,Зарубежные,,,,США,,,,14 x 21,640,,,,,Английский
021735,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021735-one-two-buckle-my-shoe,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xk/large_d5ce3a9b76a84bc6.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,"One, Two, Buckle My Shoe",,,Мягкая,"A dentist lies murdered at his Harley Street practice... The dentist was found with a blackened hole below his right temple. A pistol lay on the floor near his outflung right hand. Later, one of his patients was found dead from a lethal dose of local anaesthetic. A clear case of murder and suicide. But why would a dentist commit a crime in the middle of a busy day of appointments? A shoe buckle holds the key to the mystery. Now - in the words of the rhyme - can Poirot pick up the sticks and lay them straight?",,,,Зарубежные,,,,США,,,,11 х 17,610,,,,,Английский
021737,978-0-00-712091-8,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021737-a-caribbean-mystery,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/4n/nu/large_b551846e18dce62e.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,A Caribbean Mystery,,,Мягкая,"An exotic holiday for Miss Marple is ruined when a retired major is killed...As Jane Marple sat basking in the Caribbean sunshine she felt mildly discontented with life. True, the warmth eased her rheumatism, but here in paradise nothing ever happened. Eventually, her interest was aroused by an old soldier's yarn about a strange coincidence. Infuriatingly, just as he was about to show her an astonishing photograph, the Major's attention wandered. He never did finished the story...",,,,Зарубежные,,,,США,,,,11 х 17,680,,,,,Английский
021738,978-0-00-712096-3,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021738-murder-is-announced,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xr/large_18947014b71ccfd5.jpg,,Книги; Художественная литература; Книги на иностранных языках,240,,Murder is Announced,,,Мягкая,"Agatha Christie's most ingenious murder mystery, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. The villagers of Chipping Cleghorn, including Jane Marple, are agog with curiosity over an advertisement in the local gazette which reads: `A murder is announced and will take place on Friday October 29th, at Little Paddocks at 6.30 p.m.' A childish practical joke? Or a hoax intended to scare poor Letitia Blacklock? Unable to resist the mysterious invitation, a crowd begins to gather at Little Paddocks at the appointed time when, without warning, the lights go out...",,,,Зарубежные,,,,США,,,,10 х 17,590,640,,,,Английский
021739,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021739-a-pocket-full-of-rye,Agatha Christie,False,,,,,,2011,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xp/large_b419b8ba45bf8c27.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,A Pocket Full of Rye,,,Мягкая,"A handful of grain is found in the pocket of a murdered businessman... Rex Fortescue, king of a financial empire, was sipping tea in his `counting house' when he suffered an agonising and sudden death. On later inspection, the pockets of the deceased were found to contain traces of cereals. Yet, it was the incident in the parlour which confirmed Jane Marple's suspicion that here she was looking at a case of crime by rhyme...",,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021740,978-0-00-712098-7,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021740-the-mirror-crack-d-from-side-to-side,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xq/large_b83cfcc80290de21.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,The Mirror Crack`d From Side to Side,,,Мягкая,"Agatha Christie's audacious murder mystery, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. One minute, silly Heather Badcock had been gabbling on at her movie idol, the glamorous Marina Gregg. The next, Heather suffered a massive seizure. But for whom was the deadly poison really intended? Marina's frozen expression suggested she had witnessed something horrific. But, while others searched for material evidence, Jane Marple conducted a very different investigation - into human nature.",,,,Зарубежные,,,,США,,,,14 x 21,420,560,,,,Английский
021742,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021742-mrs-mcginty-s-dead,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/64/ma/large_d84b9fe126176c76.jpg,,Книги; Художественная литература; Книги на иностранных языках,336,,Mrs. McGinty`s Dead,,,Мягкая,"Mrs McGinty dies from a brutal blow to the back of her head. Suspicion 
immediately falls on her shifty lodger, James Bentley, whose clothes 
reveal traces of the victim's blood and hair. Yet something is amiss: 
Bentley just doesn't look like a murderer. Poirot believes he can save 
the man from the gallows - what he doesn't realise is that his own life 
is now in great danger... ",,,,Зарубежные,,,,США,,,,11 х 18,639,,,,,Английский
021744,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021744-the-hollow,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/68/xv/large_d55882bc59209a8d.jpg,,Книги; Художественная литература; Книги на иностранных языках,320,,The Hollow,,,Мягкая,"Agatha Christie's ingenious mystery thriller, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers. Lucy Angkatell invited Hercule Poirot to lunch. To tease the great detective, her guests stage a mock murder beside the swimming pool. Unfortunately, the victim plays the scene for real. As his blood drips into the water, John Christow gasps one final word: `Henrietta'. In the confusion, a gun sinks to the bottom of the pool. Poirot's enquiries reveal a complex web of romantic attachments. It seems everyone in the drama is a suspect - and each a victim of love.",,,,Зарубежные,,,,США,,,,13 x 20,639,,,,,Английский
021747,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021747-nemesis,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/68/xu/large_2ac1c0aa582dd6bc.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,Nemesis,,,Мягкая,"A message from a dead acquaintance prompts a bus tour to an unknown crime... In utter disbelief Miss Marple read the letter addressed to her from the recently deceased Mr Rafiel - an acquaintance she had met briefly on her travels. Recognising in Miss Marple a natural flair for justice, Mr Rafiel had left instructions for her to investigate a crime after his death. The only problem was, he had failed to tell her who was involved or where and when the crime had been committed. It was most intriguing.",,,,Зарубежные,,,,США,,,,11 х 17,639,,,,,Английский
021750,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021750-the-adventure-of-the-christmas-pudding,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/5w/5f/large_eaa2efb23916797f.jpg,,Книги; Художественная литература; Книги на иностранных языках,240,,The Adventure of the Christmas Pudding,,,Мягкая,"Poirot books for the 21st century. First came a sinister warning to Poirot not to eat any plum pudding... then the discovery of a corpse in a chest... next, an overheard quarrel that led to murder...the strange case of the dead man who altered his eating habits... and the puzzle of the victim who dreamt his own suicide. What links these five baffling cases? The little grey cells of Monsieur Hercule Poirot!",,,,Зарубежные,,,,США,,,,11 х 18,639,,,,,Английский
021751,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021751-the-clocks,Agatha Christie,False,,,,,,2002,,HarperCollins,https://www.respublica.ru/uploads/00/00/00/69/ie/large_30d602724a34b14d.jpg,,Книги; Художественная литература; Книги на иностранных языках,256,,The Clocks,,,Мягкая,"A typist uncovers a man's body from behind the sofa... As instructed, stenographer Sheila Webb let herself into the house at 19 Wilbraham Crescent. It was then that she made a grisly discovery: the body of a dead man sprawled across the living room floor. What intrigued Poirot about the case was the time factor. Although in a state of shock, Sheila clearly remembered having heard a cuckoo clock strike three o'clock. Yet, the four other clocks in the living room all showed the time as 4.13. Even more strangely, only one of these clocks belonged to the owner of the house...",,,,,,,,США,,,,11 х 17,639,,,,,
021754,978-0-00-712112-0,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021754-curtain,Agatha Christie,False,,,,,,2002,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/69/ig/large_1db08ea559112b07.jpg,,Книги; Художественная литература; Книги на иностранных языках,224,,Curtain,,,Мягкая,"A wheelchair-bound Poirot returns to Styles, the venue of his first investigation, where he knows another murder is going to take place...The house guests at Styles seemed perfectly pleasant to Captain Hastings; there was his own daughter Judith, an inoffensive ornithologist called Norton, dashing Mr Allerton, brittle Miss Cole, Doctor Franklin and his fragile wife Barbara , Nurse Craven, Colonel Luttrell and his charming wife, Daisy, and the charismatic Boyd-Carrington.So Hastings was shocked to learn from Hercule Poirot's declaration that one of them was a five-times murderer. True, the ageing detective was crippled with arthritis, but had his deductive instincts finally deserted him?...",,,,Зарубежные,,,,США,,,,11 х 18,490,,,,,Английский
021759,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021759-the-secret-of-chimneys,Agatha Christie,False,,,,,,2001,Детектив,HarperCollins,https://www.respublica.ru/uploads/00/00/00/69/ia/large_37ef2e067e6ff735.jpg,,Книги; Художественная литература; Книги на иностранных языках,320,,The Secret of Chimneys,,,Мягкая,"he combined forces of Scotland Yard and the French Surete can do no better than go in circles - until the final murder at Chimneys, the great country estate that yields up an amazing secret. This new ""signature edition"" is the first to feature Superintendent Battle and ""Bundle"" Brent.",,,,Зарубежные,,,,США,,,,14 x 21,610,,,,,Английский
021760,,https://www.respublica.ru/knigi/hudozhestvennaya-literatura/knigi-na-inostrannyh-yazykah/021760-why-didn-t-they-ask-evans,Agatha Christie,False,,,,,,2017,Детектив,HarperCollins,https://www.respublica.ru/uploads/01/00/00/69/ib/large_d3d9c5c5c2e3b204.jpg,,Книги; Художественная литература; Книги на иностранных языках,304,,Why Didn`t They Ask Evans?,,,Мягкая,"When a man plunges down a cliff, two adventurous young friends decide to find his killer... While playing an erratic round of golf, Bobby Jones slices his ball over the edge of a cliff. His ball is lost, but on the rocks below he finds the crumpled body of a dying man. With his final breath the man opens his eyes and says, `Why didn't they ask Evans?' Haunted by these words, Bobby and his vivacious companion, Frankie, set out to solve a mystery that will bring them into mortal danger...",,,,Зарубежные,,,,США,,,,13 x 20,610,,,,,Английский
